-79.6976332628,53.1432859721,-47.5355024304,85.3054168045
-87.9433943827,27.9263381662,-33.8391324937,82.0306000552
-91.0526343417,15.9241701614,-29.1433051655,77.8334993375
-63.3339439694,32.8467676477,-39.4053294756,56.7753821415
-116.126823833,20.5359180235,-80.9316577819,55.7310840745
-78.5125128913,26.7900975561,-71.2046399936,34.0979704538
-115.961425424,44.8158008858,-91.018993854,69.7582324561
-67.687648027,31.1110515175,-53.1717444091,45.6269551355
-101.218204119,17.2201338575,-44.3545406973,74.0837972797
-80.0837175027,45.9265726944,-71.0293150438,54.9809751533
-114.087794606,51.6979951868,-109.353570527,56.4322192653
-75.2733599966,16.9447350428,-19.8023087424,72.415786297
-111.577008577,39.0687832668,-104.434308607,46.2114832365
-70.8892841723,27.8747510599,-32.449658907,66.3143763253
-110.387868853,40.3657822538,-106.033416282,44.7202348245
-81.2480834126,33.2814488748,-26.982823764,87.5467085234
-85.1133361122,42.6673310064,-63.3160383924,64.4646287261
-98.880408458,25.7210119082,-59.0986034517,65.5028169145
-67.2157510972,25.9585439287,-26.8375044219,66.336790604
-92.1921463175,58.0600983353,-61.5909736809,88.6612709719
-104.575716247,53.9393453493,-76.1998805329,82.3151810638
-86.2815397466,26.3552595466,-83.4053229965,29.2314762967
-106.722681493,41.5820120113,-94.9564599685,53.3482335357
-117.963181843,50.4084691175,-98.2277745561,70.1438764041
-105.978303781,56.4454889541,-87.2855702483,75.1382224868
-60.3848370681,28.7567721913,-55.2445836681,33.8970255913
-99.4769692942,58.3888272566,-71.9674492987,85.8983472522
-84.5761550161,57.5023559864,-73.7246864201,68.3538245824
-91.104975031,28.2953481301,-61.9075890564,57.4927341047
-87.0983958218,53.957569475,-74.2962290524,66.7597362443
-69.8200751414,27.7915454018,-23.3123350458,74.2992854974
-113.177246385,34.3485716987,-75.5612793692,71.9645387142
-118.249499233,17.6965817282,-54.4996013081,81.4464796535
-91.8797436542,49.3597522864,-89.8160378916,51.4234580489
-66.6117713414,39.0764494213,-16.5691961034,89.1190246594
-72.8983247886,47.3338380936,-31.8991248054,88.3330380768
-66.6731717796,45.4305882219,-61.9766461087,50.1271138928
-96.217644805,35.8950575925,-89.2092715639,42.9034308336
-74.7078721963,32.9758718528,-64.8444331929,42.8393108562
-61.5728235973,17.8044680298,-23.2913407136,56.0859509135
-98.3104815163,58.8681479894,-85.5111830755,71.6674464302
-99.0218134012,59.0975246231,-74.1536005905,83.9657374338
-75.6351039855,48.4187327176,-46.9647014664,77.0891352366
-98.8691543567,54.8629729717,-79.3910218403,74.3411054881
-66.3161966052,46.1260375681,-44.4483052233,67.9939289501
-113.159321588,26.8153678294,-90.6105328339,49.3641565832
-67.1841177571,59.0216563457,-63.6683677916,62.5374063112
-93.0843597101,24.042349082,-76.5972015186,40.5295072735
-84.3824647797,20.4447677703,-47.6260812806,57.2011512695
-95.0205576118,45.4822517465,-55.795191457,84.7076179012
-109.799570149,21.0949974725,-92.4246464576,38.4699211637
