-78.9369727645,31.9989974144,-41.3420465023,69.5939236766
-93.0386126722,43.0420088327,-51.6338358363,84.4467856686
-86.2777880716,43.2204868164,-84.3368534502,45.1614214377
-95.7295152197,40.3322155042,-54.0642172272,81.9975134967
-99.5070070708,57.6653685492,-95.4319176509,61.7404579691
-86.9950816895,44.0754607483,-70.6936877016,60.3768547362
-78.1683867293,52.6369982951,-53.7675860273,77.0377989971
-83.180503865,56.7200684784,-66.1533937586,73.7471785847
-94.5888738838,50.6023943375,-70.2396434565,74.9516247648
-118.966797414,42.1573727452,-75.61491742,85.5092527391
-99.8746713822,24.1922261483,-36.5923080398,87.4745894907
-73.8895232519,26.2270703438,-14.0166322264,86.0999613692
-76.2790348298,32.2258767712,-55.5555262948,52.9493853061
-118.952375137,24.5912943594,-113.675185456,29.8684840406
-113.722880514,41.0962786501,-99.1571988637,55.6619603001
-63.0301378308,24.4727501445,-56.5687176569,30.9341703184
-69.3989201904,24.8536423661,-26.4823730001,67.7701895564
-75.6681720294,51.0287677751,-72.9902001202,53.7067396842
-72.2630255498,39.7933751861,-23.4665844255,88.5898163105
-119.170768665,39.5571214469,-80.5061212596,78.2217688523
-106.71938962,46.4763110576,-84.9921280919,68.2035725853
-112.24894803,52.0111637753,-97.4442679839,66.8158438214
-111.128139812,31.9640167315,-101.032831262,42.0593252808
-109.569367494,42.5125436429,-77.7121127128,74.369798424
-88.2832545155,58.8396134995,-74.1298163284,72.9930516866
-107.853322251,30.1181816799,-88.12829143,49.8432125008
-94.9885640712,40.2024372116,-93.8882049096,41.3027963732
-113.076693617,31.1274565496,-93.1834172304,51.0207329362
-87.3841407233,52.7032458419,-57.0086470386,83.0787395267
-76.0328146681,54.8136218763,-49.1442643199,81.7021722246
-116.383778763,16.3430190068,-60.4894908807,72.2373068896
-61.3958710895,36.219505287,-10.7634339636,86.8519424129
-76.5319085781,50.1685047377,-46.755699186,79.9447141298
-77.5578285792,46.3305379914,-58.5788639506,65.30950262
-112.146417165,43.9192764293,-111.196999295,44.8686942991
-74.4752796828,25.9063769441,-13.3935473795,86.9881092475
-100.312093556,57.3085325816,-99.5108808503,58.1097452877
-68.6857010097,54.4823155347,-67.8909107774,55.277105767
-78.3288683444,28.1600309911,-21.3444747731,85.1444245624
-80.1768881106,58.3711850335,-68.87492005,69.6731530942
-83.6050397402,29.5500388649,-61.6848861708,51.4701924344
-75.9316417574,47.3071510771,-54.7792586142,68.4595342202
-91.6957611119,46.7182793564,-55.0427648921,83.3712755762
-68.1059227719,17.6753911889,-58.2410423811,27.5402715797
-64.7339187119,50.9724500769,-52.7814685243,62.9249002645
-76.9940851715,22.8535676304,-31.3066689241,68.5409838777
-119.755409336,25.9242575071,-108.114962756,37.5647040876
-118.311740478,39.8149665353,-108.676062515,49.4506444982
-112.809512717,29.9307706457,-76.5732816335,66.1670017287
-115.582996227,23.7005359182,-78.44918661,60.8343455352
-103.756725288,48.7456689919,-101.690752657,50.8116416227
-86.5693100346,16.5028695193,-18.5089367067,84.5632428473
-85.3449996427,16.4430549177,-13.8711344293,87.9169201312
-90.845071219,27.5900539531,-59.1209193471,59.3142058251
-86.2770107237,51.7338258899,-79.4367826637,58.5740539498
-114.215382335,58.2199680893,-111.845416567,60.5899338573
-82.6473108131,40.2967228554,-59.7223587704,63.2216748981
-76.1688092035,19.0986394734,-44.6999289661,50.5675197109
-108.942145015,53.2748079656,-97.0633843537,65.153568627
-83.2409870597,47.7103655016,-59.4536089084,71.4977436529
-84.412493837,16.9911771733,-34.0989846983,67.304686312
-74.0615056454,15.1581347028,-72.8884845782,16.33115577
-78.6159733143,19.2849294529,-59.2093724482,38.691530319
-113.708129608,41.3623870842,-107.092229674,47.9782870181
-66.7627435375,54.6164602288,-47.933503028,73.4457007383
-95.1977956968,28.0625610258,-87.5210877338,35.7392689887
-87.8805988376,23.5453519983,-58.3229220613,53.1030287747
-115.955761281,42.1183964053,-112.0325889,46.0415687858
-60.9948857575,26.7833604681,-20.7668243074,67.0114219181
-102.930847555,17.8402078943,-47.0100834344,73.7609720148
-117.016838574,48.9356036819,-102.55301523,63.3994270267
-95.8781358025,18.8820004007,-43.3864380553,71.373698148
-115.34113868,31.6859493442,-95.1530704823,51.8740175424
-100.098718348,59.4197577154,-76.1321963449,83.386279718
-102.899642742,39.3616908017,-96.551484465,45.7098490786
-98.4125098833,37.4258513227,-49.4749826749,86.3633785311
-82.079754614,33.9697340298,-55.6499781331,60.3995105107
-119.976141986,47.6751088233,-118.793173466,48.8580773435
-68.5607250206,52.593213519,-32.8800679682,88.2738705714
-94.1679235774,29.6282447222,-45.7159918275,78.0801764721
-99.3099676464,19.7523950308,-29.9165793689,89.1457833083
-104.913455209,55.8884171028,-76.101811351,84.7000609611
-87.863184714,15.9398354817,-82.7247550659,21.0782651298
-96.5522140987,40.179473081,-64.9233247552,71.8083624245
-102.965498415,33.0440641018,-89.898427024,46.111135493
-89.6844635184,47.8446624361,-54.3152930411,83.2138329135
-77.6557046451,30.3726877779,-49.8694374738,58.1589549492
-118.83053863,54.6429190401,-90.8504302157,82.6230274547
-65.2117307954,19.5168911671,-30.1704653732,54.5581565893
-63.5420813354,48.623471708,-38.0705673206,74.0949857228
-69.4466675755,15.5963633046,-0.120463821921,84.9225670582
-77.4838022356,15.2109625922,-14.8082537545,77.8865110733
-61.276425328,31.7847404721,-47.2429040101,45.81826179
-114.695366691,46.8940328356,-98.0434761289,63.545923398
-106.733073722,50.0184496403,-84.8697683027,71.8817550601
-88.7678263509,28.7602990983,-49.2453975169,68.2827279323
-67.9815348289,28.6367098253,-51.8016103789,44.8166342754
-64.7526790596,46.9312586775,-43.4788553447,68.2050823923
-64.8545480178,44.2817049491,-62.7470552548,46.3891977121
-100.131561342,35.3364649914,-82.118063324,53.3499630094
-75.6467191851,58.031167472,-74.3734658781,59.304420779
-113.4785725,36.2394466397,-59.9922420625,89.7257770775
-103.017453961,31.6618550479,-78.6382890603,56.0410199491
-108.509858293,59.8870952572,-106.710379555,61.6865739951
-110.40433956,27.9997218952,-58.9050370688,79.4990243866
-115.871908321,34.379164786,-109.091623108,41.1594499998
-79.3137660903,53.508186244,-55.4554720097,77.3664803246
-95.6034158934,46.4190387553,-62.1711315155,79.8513231331
-85.312174761,43.9406293832,-45.1239408458,84.1288632984
-93.7215364679,38.0516963417,-87.4339586928,44.3392741168
-92.5355028612,49.8762753198,-63.9249783713,78.4867998097
-76.5426606543,50.4071669068,-56.2060235899,70.7438039712
-103.915209701,50.0807957193,-79.0601350424,74.9358703782
-61.3346353992,57.2321076684,-42.5958320829,75.9709109848
-116.384333963,45.3533277574,-92.4697018049,69.2679599154
-114.396215461,36.4704166735,-109.147431303,41.7192008314
-97.9622329914,27.3000286471,-63.1196705744,62.1425910641
-66.836303091,46.9163608168,-30.0734792607,83.6791846471
-62.5801525447,18.4591630443,-48.7014594298,32.3378561592
-78.8305398753,40.2528530072,-70.7247159889,48.3586768936
-119.670202404,34.1084960878,-102.29335783,51.485340662
-70.8557362166,31.1781218458,-22.6294981145,79.4043599478
-77.9885908888,49.6384167382,-44.3387972684,83.2882103585
-108.497710086,39.4383983568,-74.181887328,73.754221115
-63.0165707213,40.4502187549,-15.7800094367,87.6867800395
-109.719457164,23.135050598,-60.457758407,72.3967493545
-91.9874869922,58.3356765548,-71.8123882684,78.5107752786
-105.747372138,17.285716448,-72.6303159842,50.4027726022
-93.1468575935,16.6764904475,-66.9627553824,42.8605926586
-110.749123096,35.2552001083,-84.7063133085,61.2980098961
-94.325911956,19.1008830291,-66.9811234182,46.4456715668
-108.498999149,52.8145888065,-102.529008,58.7845799548
-70.2107902037,29.311185956,-20.7664588961,78.7555172636
-119.664894237,28.2424152771,-78.0743625981,69.8329469162
-96.0336447516,49.973524905,-91.099659763,54.9075098936
-89.0377284114,34.15216862,-62.9611298876,60.2287671438
-92.4473208126,21.4458643114,-44.3491208115,69.5440643125
-115.001957333,51.5165514102,-100.547650032,65.9708587111
-65.2452350976,48.8403298299,-50.2506603149,63.8349046126
-62.7782605179,37.9911570673,-23.2295970549,77.5398205303
-62.8090328016,16.2670283634,-15.4775303975,63.5985307675
-98.2838822193,42.2840576346,-89.1062866508,51.4616532031
-117.231614954,18.9757524145,-59.055254744,77.1521126248
-98.6145670386,38.7187281601,-62.1107455305,75.2225496682
-75.0715369829,34.9700065526,-22.5716798823,87.4698636532
-61.2933589082,18.6199799142,1.77833289456,81.691671717
-88.9959278207,54.4304607321,-88.573616886,54.8527716669
-68.9301109615,23.4324554822,-12.2075731097,80.154993334
-69.6949964417,58.0778884802,-48.4398211582,79.3330637637
-79.848661193,58.7680044966,-56.8326822875,81.7839834022
-64.6979249218,21.7805157973,-46.1575692886,40.3208714305
-74.1615150601,24.878211899,-72.6040614596,26.4356654996
-73.0774160072,37.4615628089,-26.7766636096,83.7623152065
-86.7649777101,55.9204048759,-66.6273117123,76.0580708736
-83.3145781182,35.8665692071,-51.8110007907,67.3701465346
-102.653687245,21.9741560348,-60.5717584573,64.0560848224
-102.354090624,59.925452041,-78.3262587267,83.9532839381
